loss,accuracy,val_loss,val_accuracy,lr
0.14001883566379547,0.9492557644844055,0.21747243404388428,0.93978351354599,0.02
0.14999793469905853,0.9462110996246338,0.2152215838432312,0.9357239603996277,0.02
0.12410945445299149,0.9594045877456665,0.24324074387550354,0.9215155839920044,0.02
0.11257436871528625,0.9619418382644653,0.2436497062444687,0.9248985052108765,0.02
0.10180867463350296,0.967185378074646,0.20274633169174194,0.9438430070877075,0.02
0.10181442648172379,0.966339647769928,0.21269631385803223,0.9424898624420166,0.02
0.08661045879125595,0.9725980758666992,0.20328833162784576,0.9438430070877075,0.02
0.08515715599060059,0.9727672338485718,0.2069479525089264,0.9424898624420166,0.02
0.0860690325498581,0.9712449312210083,0.2111073136329651,0.9438430070877075,0.02
0.07648512721061707,0.9759810566902161,0.21135351061820984,0.9391068816184998,0.02
0.051515717059373856,0.9900202751159668,0.20813104510307312,0.9445196390151978,0.0039999997
0.04966936632990837,0.9896820187568665,0.20814791321754456,0.9424898624420166,0.0039999997
0.04764559119939804,0.9908660054206848,0.20674604177474976,0.9438430070877075,0.0039999997
0.04751412943005562,0.9912043213844299,0.2061062902212143,0.9431664347648621,0.0039999997
0.04629220440983772,0.989851176738739,0.20496955513954163,0.9465494155883789,0.0039999997
0.042405422776937485,0.9927266836166382,0.2057223618030548,0.9465494155883789,0.001
0.04210773855447769,0.9930649399757385,0.20565132796764374,0.9485791325569153,0.001
0.04328014701604843,0.9910351634025574,0.20630408823490143,0.9465494155883789,0.001
0.04381963983178139,0.9910351634025574,0.20455408096313477,0.9479025602340698,0.001
0.04224457964301109,0.9927266836166382,0.20557619631290436,0.9465494155883789,0.001
0.045591533184051514,0.991542637348175,0.20595380663871765,0.9458727836608887,0.001
0.04290379583835602,0.9927266836166382,0.20535558462142944,0.9465494155883789,0.001
0.044818852096796036,0.9895128607749939,0.2058563232421875,0.9465494155883789,0.001
0.04103530943393707,0.9942489862442017,0.2080218344926834,0.9465494155883789,0.001
0.040085043758153915,0.992895781993866,0.20512427389621735,0.9451962113380432,0.001
0.042969655245542526,0.9910351634025574,0.20471860468387604,0.9465494155883789,0.001
0.04150274395942688,0.9923883676528931,0.20485641062259674,0.9445196390151978,0.001
0.041219960898160934,0.9922192096710205,0.2048550695180893,0.9445196390151978,0.001
0.045016802847385406,0.9908660054206848,0.20538100600242615,0.9445196390151978,0.001
0.04034345597028732,0.9925575256347656,0.20606976747512817,0.9431664347648621,0.001
0.039738595485687256,0.9922192096710205,0.20462948083877563,0.9458727836608887,0.001
0.04232281446456909,0.9912043213844299,0.20582303404808044,0.9465494155883789,0.001
0.04067164286971092,0.9927266836166382,0.2053585797548294,0.9458727836608887,0.001
0.03847898170351982,0.9935724139213562,0.20555560290813446,0.9431664347648621,0.001
0.039793841540813446,0.9930649399757385,0.2059333771467209,0.9451962113380432,0.001
0.03721814602613449,0.9932340979576111,0.20636211335659027,0.9438430070877075,0.001
0.03666440397500992,0.9952638745307922,0.20559880137443542,0.9445196390151978,0.001
0.037530701607465744,0.9940798282623291,0.20673233270645142,0.9465494155883789,0.001
0.04101285710930824,0.9925575256347656,0.2069806009531021,0.9438430070877075,0.001
0.039310846477746964,0.9942489862442017,0.20636972784996033,0.9431664347648621,0.001
0.038669269531965256,0.9937415719032288,0.2055775374174118,0.9472259879112244,0.001
0.03983169421553612,0.9923883676528931,0.2045060396194458,0.9451962113380432,0.001
0.03775772452354431,0.9939106702804565,0.20650094747543335,0.9431664347648621,0.001
0.04062237963080406,0.9913734793663025,0.20576684176921844,0.9418132901191711,0.001
0.038330912590026855,0.9927266836166382,0.2061370462179184,0.9424898624420166,0.001
0.037032078951597214,0.9939106702804565,0.2058275192975998,0.9445196390151978,0.001
0.03654881566762924,0.9949255585670471,0.2055405080318451,0.9451962113380432,0.001
